Nr.  Nume                           An Grupa Tip zi.luna.an min:ora min:ora
3244 Dana-38                        4  1068  L   30.07.2010 12:41   13:20 
2908 Sorina-44                      5  1094  L   08.10.2006 16:31   18:07 
9812 Florin-34                      2  1021  L   07.09.2007 18:11   20:04 
8049 Laurentiu-63                   3  1054  L   14.03.2005 19:34   20:39 
6656 Cristian-7                     1  1012  L   19.12.2005 19:13   21:00 
9201 Alexandra-46                   3  1041  B   10.07.2009 13:58   15:12 
3394 Ruxandra-29                    1  1003  B   19.12.2007 16:45   17:23 
1315 Andreea-57                     1  1013  L   23.06.2008 18:58   20:33 
3818 Dalia-56                       4  1062  L   31.11.2006 19:42   21:00 
2310 Rodica-92                      3  1043  L   25.04.2011 16:59   18:46 
9042 Gabriel-35                     1  1002  L   17.10.2011 15:48   16:27 
5025 Mihaela-50                     2  1031  L   04.10.2010 09:17   09:57 
7351 Teodor-99                      1  1019  L   28.03.2011 09:51   11:43 
6131 Tiberiu-38                     2  1038  L   29.06.2011 08:43   10:25 
4123 Eliza-14                       5  1094  B   03.09.2010 19:20   20:19 
5359 Adina-87                       1  1019  B   14.11.2009 09:21   10:53 
3952 Maria-51                       2  1023  L   02.06.2008 13:00   13:41 
8146 Dalia-42                       2  1030  L   27.04.2007 11:58   13:20 
7089 Mihai-61                       1  1012  B   20.05.2010 09:51   11:05 
4807 Maria-80                       4  1070  L   02.02.2008 15:33   17:07 
7167 Tudor-69                       3  1053  L   31.04.2005 14:49   16:37 
9581 Sorina-58                      4  1070  B   22.08.2011 13:05   14:42 
6527 Cristian-91                    5  1094  L   16.03.2011 13:24   14:40 
2622 Florin-23                      1  1014  B   09.05.2008 18:38   19:09 
6903 Doina-92                       2  1034  B   28.05.2007 11:44   13:01 
9200 Elena-87                       2  1030  L   10.02.2006 11:52   13:47 
8403 Teodor-31                      2  1023  L   15.11.2009 14:08   14:51 
8334 Marinela-20                    4  1075  L   29.01.2011 08:06   09:12 
3263 Florin-88                      5  1081  L   16.07.2007 09:47   11:03 
3725 Bogdan-99                      1  1007  B   21.09.2009 19:40   21:00 
5555 Mihaita-44                     2  2222  B   14.05.2016 14:14   00:00 
12   Marcel                         1  1021  B   12.12.2022 12:00   00:00 
